gw,Player,playerID,Club,Num,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Interceptions,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,CmpPct,PrgP,Carries,PrgC,Succ,TotDist,PrgDist,xA,KP,Passes_Final_Third,PPA,CrsPA,Live,Dead,FK,TB,Sw,Crs,TI,CK,Inswinging,Outswinging,Str,Pass_Offside,TklW,Def_3rd,Mid_3rd,Att_3rd,TklPct,Lost,Pass,TklAndInterceptions,Clr,Err,Def_Pen,Att_Pen,SuccPct,Tkld,TkldPct,CPA,Mis,Dis,Rec,PrgR,SecondCrdY,Fls,Fld,PKwon,PKcon,OG,Recov,Won,WonPct,SoTA,GA,Saves,SavePct,PSxG,Thr,LaunchPct,AvgLen,Opp,Stp,StpPct,NumOPA,AvgDist
1,Jacob Bruun Larsen,4e204552,Burnley,34.0,DEN,RM,24.0,30.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,6.0,66.7,2.0,4.0,3.0,0.0,55.0,21.0,0.0,0.0,0.0,2.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,James Mcatee,96593e89,Manchester City,87.0,ENG,DM,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,James Trafford,259fea27,Burnley,1.0,ENG,GK,20.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,52.0,75.0,1.0,32.0,0.0,0.0,835.0,553.0,0.0,0.0,2.0,0.0,0.0,44.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,8.0,3.0,5.0,62.5,2.7,8.0,27.7,26.8,14.0,0.0,0.0,4.0,22.3
1,Jordan Beyer,9af1f9ff,Burnley,5.0,GER,CB,23.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,28.0,35.0,80.0,0.0,21.0,0.0,0.0,545.0,186.0,0.0,0.0,1.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,0.0,100.0,0.0,2.0,8.0,4.0,0.0,13.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,31.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Josh Brownhill,47369df8,Burnley,8.0,ENG,CM,27.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Josh Cullen,f6d7d690,Burnley,24.0,IRL,CM,27.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,37.0,43.0,86.0,2.0,16.0,0.0,0.0,659.0,112.0,0.0,0.0,1.0,0.0,0.0,41.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Joško Gvardiol,5ad50391,Manchester City,24.0,CRO,LB,21.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,71.4,0.0,4.0,0.0,0.0,54.0,16.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,100.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Julián Álvarez,15ab5a2b,Manchester City,19.0,ARG,LM,23.0,90.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,53.0,1.0,0.0,1.0,0.3,0.3,0.3,6.0,1.0,36.0,44.0,81.8,2.0,25.0,2.0,0.0,490.0,113.0,0.4,6.0,0.0,2.0,0.0,38.0,6.0,3.0,2.0,0.0,5.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,2.0,1.0,40.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Kevin De Bruyne,e46012d4,Manchester City,17.0,BEL,DM,32.0,22.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.2,2.0,1.0,6.0,10.0,60.0,1.0,5.0,0.0,0.0,142.0,74.0,0.2,1.0,0.0,3.0,2.0,8.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Kyle Walker,86dd77d1,Manchester City,2.0,ENG,RB,33.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,66.0,72.0,91.7,2.0,48.0,1.0,0.0,1198.0,179.0,0.0,1.0,3.0,0.0,0.0,64.0,8.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,1.0,33.3,1.0,1.0,0.0,55.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,9.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Luca Koleosho,fc076f78,Burnley,30.0,ITA,RM,18.0,60.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.1,0.1,0.1,2.0,0.0,8.0,14.0,57.1,0.0,18.0,1.0,0.0,71.0,8.0,0.0,2.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,100.0,0.0,3.0,1.0,16.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Lyle Foster,f84a807c,Burnley,17.0,RSA,LM,22.0,89.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,37.0,2.0,0.0,2.0,0.1,0.1,0.0,3.0,0.0,14.0,20.0,70.0,2.0,14.0,2.0,1.0,247.0,43.0,0.0,1.0,1.0,1.0,0.0,16.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,3.0,4.0,33.3,2.0,66.7,1.0,3.0,2.0,18.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,2.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Manuel Akanji,89ac64a6,Manchester City,25.0,SUI,CB,28.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,89.0,102.0,87.3,2.0,78.0,1.0,0.0,1375.0,382.0,0.0,0.0,4.0,0.0,0.0,100.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,50.0,2.0,1.0,3.0,2.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Mateo Kovačić,79c0821a,Manchester City,8.0,CRO,CM,29.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,2.0,0.0,3.0,0.0,0.0,0.2,2.0,0.0,61.0,64.0,95.3,4.0,50.0,1.0,1.0,888.0,167.0,0.2,1.0,3.0,1.0,0.0,64.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,100.0,0.0,3.0,2.0,0.0,0.0,3.0,0.0,33.3,0.0,0.0,0.0,0.0,1.0,63.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Nathan Aké,eaeca114,Manchester City,6.0,NED,CB,28.0,78.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,79.0,3.0,2.0,0.0,0.3,0.3,0.0,2.0,1.0,65.0,69.0,94.2,1.0,53.0,1.0,0.0,1085.0,222.0,0.0,0.0,3.0,0.0,0.0,68.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,100.0,0.0,0.0,5.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,3.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Nathan Redmond,ab651565,Burnley,15.0,ENG,LM,29.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,50.0,0.0,2.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Phil Foden,ed1e53f3,Manchester City,47.0,ENG,RM,23.0,90.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,58.0,0.0,1.0,1.0,0.3,0.3,0.1,4.0,0.0,37.0,48.0,77.1,5.0,43.0,1.0,1.0,493.0,102.0,0.1,2.0,0.0,2.0,0.0,44.0,4.0,2.0,2.0,0.0,3.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,5.0,50.0,1.0,50.0,0.0,2.0,3.0,47.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Rico Lewis,b57e066e,Manchester City,82.0,ENG,LB,18.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,36.0,42.0,85.7,3.0,30.0,1.0,1.0,552.0,65.0,0.0,0.0,2.0,0.0,0.0,39.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,28.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Rodri,6434f10d,Manchester City,16.0,ESP,DM,27.0,90.0,1.0,1.0,0.0,0.0,4.0,3.0,0.0,0.0,122.0,5.0,0.0,0.0,0.5,0.5,0.2,5.0,1.0,107.0,110.0,97.3,4.0,84.0,1.0,0.0,1679.0,463.0,0.2,1.0,14.0,0.0,0.0,110.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,100.0,0.0,0.0,5.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,97.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,8.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Sander Berge,d0b6129f,Burnley,16.0,NOR,CM,25.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,28.0,82.1,1.0,12.0,0.0,0.0,413.0,57.0,0.0,0.0,1.0,0.0,0.0,27.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,24.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Vitinho,9295dc1c,Burnley,22.0,BRA,LB,24.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,1.0,2.0,0.0,0.0,0.1,2.0,0.0,20.0,25.0,80.0,0.0,14.0,1.0,0.0,245.0,40.0,0.0,1.0,0.0,0.0,0.0,21.0,4.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,100.0,0.0,0.0,0.0,17.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Zeki Amdouni,2ee5b0c9,Burnley,25.0,SUI,FW,22.0,60.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,11.0,90.9,0.0,11.0,1.0,2.0,142.0,48.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,100.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,50.0,2.0,50.0,1.0,3.0,1.0,15.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,1.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Aaron Ramsdale,466fb2c5,Arsenal,1.0,ENG,GK,25.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,29.0,79.3,0.0,20.0,0.0,0.0,527.0,374.0,0.0,0.0,0.0,0.0,0.0,21.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,50.0,0.9,4.0,21.7,28.7,3.0,1.0,33.3,0.0,3.3
1,Anthony Elanga,2fba6108,Nottingham Forest,21.0,SWE,RW,21.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.6,3.0,1.0,2.0,3.0,66.7,1.0,4.0,1.0,0.0,34.0,23.0,0.6,2.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
